3632,City of Richmond - Main Street Center,1500 E Main St,Richmond,VA,23219,US,Non-Networked,CHADEMO J1772 J1772COMBO,
3633,Scope Arena Parking,201 E Brambleton Ave,Norfolk,VA,23510,US,Non-Networked,CHADEMO J1772COMBO,
3634,LENNAR M.I.,690 Walnut Avenue,Vallejo,CA,94592,US,ChargePoint Network,J1772,
3635,SACRAMENTO,1110 11th St,Sacramento,CA,95814,US,ChargePoint Network,J1772,
3636,SACRAMENTO,1106 11th St,Sacramento,CA,95814,US,ChargePoint Network,J1772,
3637,Larry H Miller Nissan,1320 Plum Valley Ln,Highlands Ranch,CO,80129,US,Non-Networked,CHADEMO J1772 J1772COMBO,
3638,Appalachian State University - Rivers Street Parking Deck,461 Rivers St,Boone,NC,28608,US,Non-Networked,J1772,
3639,Shady Knoll Campground,1709 Main St,Brewster,MA,2631,US,Non-Networked,NEMA520,SOLAR
3640,Coast Guard House Historic Inn & Cottages,695 Arena Cove,Point Arena,CA,95468,US,Non-Networked,J1772,
3641,Mike Maroone Chevrolet North,1570 Auto Mall Loop,Colorado Springs,CO,80925,US,Non-Networked,J1772,
3642,Mike Maroone Chevrolet South,230 N Academy Blvd,Colorado Springs,CO,80909,US,Non-Networked,J1772,
3643,Holiday Trav-L-Park,1075 General Booth Blvd,Virginia Beach,VA,23451,US,Non-Networked,NEMA1450,
3644,Trotter Nissan,1910 W Hillsboro,El Dorado,AR,71730,US,Non-Networked,J1772,
3645,SAN ANTONIO,1802 N Main Ave,San Antonio,TX,78212,US,ChargePoint Network,J1772,
3646,Larry H Miller Nissan - 104,2400 W 104th Ave,Denver,CO,80234,US,Non-Networked,J1772,
3647,Kona Nissan,76-6353 Kuakini Hwy,Kailua-Kona,HI,96740,US,Non-Networked,J1772,
3648,Hendrick Nissan,8400 Shawnee Mission Pkwy,Merriam,KS,66202,US,Non-Networked,J1772,
3649,EV CHARGER,800 Front Ave,Columbus,GA,31901,US,ChargePoint Network,J1772,
3650,PALO ALTO CA,3700 Middlefield Rd,Palo Alto,CA,94303,US,ChargePoint Network,J1772,
3651,Esplanade Street Parking,220 N Oak St,Port Angeles,WA,98362,US,Non-Networked,J1772 NEMA1450,
3652,Benton Nissan - Columbia,1510 Nashville Hwy,Columbia,TN,38401,US,Non-Networked,CHADEMO J1772 J1772COMBO,
3653,Town Nissan,555 3rd St SE,East Wenatchee,WA,98802,US,Non-Networked,CHADEMO J1772,
3654,Redhook Ale Brewery,1 Redhook Way,Portsmouth,NH,3801,US,Non-Networked,J1772,
3655,Carlisle House Bed & Breakfast,148 S Hanover St,Carlisle,PA,17013,US,Non-Networked,J1772,
3656,Will Rogers State Historic Park,1501 Will Rogers State Park Rd,Los Angeles,CA,90272,US,Non-Networked,J1772,
3657,Fort Ross State Historic Park,19005 Coast Hwy,Jenner,CA,95450,US,Non-Networked,J1772,
3658,Niagara Falls International Airport,2035 Niagara Falls Blvd,Niagara Falls,NY,14304,US,Non-Networked,J1772,
3659,Buffalo Niagara International Airport,4200 Genesee St,Buffalo,NY,14225,US,Non-Networked,J1772,
3660,LIBERTY,933 Eloise Ave,South Lake Tahoe,CA,96150,US,ChargePoint Network,J1772,
3661,HAWORTH,1 Haworth Center,Holland,MI,49423,US,ChargePoint Network,J1772,
3662,Hang 'Em High Car Wash and RV Park,1304 Enterprise Ave,Woodward,OK,73801,US,Non-Networked,NEMA1450,
3663,University of Dayton - B Lot,300 College Park Dr,Dayton,OH,45469,US,Non-Networked,J1772,
3664,Publix #1154,12800 Georgia 144,Richmond Hill,GA,31324,US,Non-Networked,J1772,SOLAR
3665,Whole Foods Market,1815 E Victory Dr,Savannah,GA,31404,US,Non-Networked,J1772,
3666,Eagle Creek Brewing Co - Tesla,106 Savannah Ave,Statesboro,GA,30458,US,Non-Networked,TESLA,
3667,Kroger,1931 Jesse Jewell Pkwy,Gainesville,GA,30501,US,Non-Networked,J1772,
3668,Tom Wood Ford,3130 E 96th St,Indianapolis,IN,46240,US,Non-Networked,J1772,
3669,Tom Wood Volkswagen,4545 E 96th St,Indianapolis,IN,46240,US,Non-Networked,J1772,
3670,Tom Wood Porsche,3473 E 96th St,Indianapolis,IN,46240,US,Non-Networked,J1772,
3671,Tom Wood Toyota,6408 Crane Dr,Whitestown,IN,46075,US,Non-Networked,J1772,
3672,Fort Collins Mitsubishi,2712 S College Ave,Fort Collins,CO,80525,US,Non-Networked,J1772,
3673,KING COUNTY DOT,S Kirkland P&R,Kirkland,WA,98033,US,ChargePoint Network,J1772,
3674,KILLINGTON PICO,228 E Mountain Rd,Killington,VT,5751,US,ChargePoint Network,J1772,
3675,SPARKY,75-181 Mediterranean Ave,Palm Desert,CA,92211,US,ChargePoint Network,J1772,
3676,SHERMAN WAY,13131 Sherman Way,Los Angeles,CA,91605,US,ChargePoint Network,J1772,
3677,NATIONAL GRID,135 Western Ave,Albany,NY,12203,US,ChargePoint Network,J1772,
3678,PRUDENTIAL CTR,Massachusetts Turnpike,Boston,MA,2199,US,ChargePoint Network,J1772,
3679,OUC,818 Main Ln,Orlando,FL,32801,US,ChargePoint Network,J1772,
3680,HYATT MOTOR LOB,265 Peachtree St NE,Atlanta,GA,30303,US,ChargePoint Network,J1772,
3681,PACIFIC PALMS,1 Industry Hills Pkwy,City of Industry,CA,91744,US,ChargePoint Network,J1772,
3682,MELBOURNE FL,900 E Strawbridge Ave,Melbourne,FL,32901,US,ChargePoint Network,CHADEMO,
3683,LOT 2 DOWNTOWN,Jockey Alley / State St,Mt Pleasant,MI,48858,US,ChargePoint Network,J1772,
3684,IWRH,76-661 CA-111,Indian Wells,CA,92210,US,ChargePoint Network,J1772,
3685,ST. JOHNSBURY,410 Pearl St Municipal Parking,St Johnsbury,VT,5819,US,ChargePoint Network,J1772,
3686,MIT CAMPUS,350 Brookline St,Cambridge,MA,2139,US,ChargePoint Network,J1772,
3687,BMW CLEARLAKE,Wesley St,League City,TX,77573,US,ChargePoint Network,J1772,
3688,TOWN OF JACKSON,222-230 US-191,Jackson,WY,83001,US,ChargePoint Network,J1772,
3689,Fort Dodge Ford Lincoln Toyota,2773 5th Ave S,Fort Dodge,IA,50501,US,Non-Networked,J1772,
3690,Al Spitzer Ford,3737 State Rd,Cuyahoga Falls,OH,44223,US,Non-Networked,J1772,
3691,Mountain View Ford Lincoln,301 E 20th St,Chattanooga,TN,37408,US,Non-Networked,J1772,
3692,Sunrise Ford,5435 S US Highway 1,Fort Pierce,FL,34982,US,Non-Networked,J1772,
3693,Nick Mayers Marshall Ford,6200 Mayfield Rd,Mayfield Heights,OH,44124,US,Non-Networked,J1772,
3694,Appalachian Mountain Club - Highland Center at Crawford Notch,Route 302,Bretton Woods,NH,3575,US,Non-Networked,J1772,
3695,Roesch Ford,333 W Grand Ave,Bensenville,IL,60106,US,Non-Networked,J1772,
3696,Sam Leman Ford,1508 Morrissey Dr,Bloomington,IL,61701,US,Non-Networked,J1772,
3697,Acton Ford,76 Powdermill Rd,Acton,MA,1720,US,Non-Networked,J1772,
3698,Inver Grove Ford Lincoln,4725 S Robert Trail,Inver Grove Heights,MN,55077,US,Non-Networked,J1772,
3699,Pierson Ford,701 Auto Plaza Dr,Aberdeen,SD,57401,US,Non-Networked,J1772,
3700,Leo Kaytes Ford,145 Route 94 S,Warwick,NY,10990,US,Non-Networked,J1772,
3701,Kindle Auto Plaza,525 Stone Harbor Blvd,Cape May,NJ,8210,US,Non-Networked,J1772 NEMA520,
3702,Bob Hurley Ford,745 W 51st St,Tulsa,OK,74107,US,Non-Networked,J1772,
3703,Tom Masano Ford Lincoln,1600 Lancaster Ave,Reading,PA,19607,US,Non-Networked,J1772,
3704,Seymour Ford Lincoln,2601 Seymour Rd,Jackson,MI,49201,US,Non-Networked,J1772,
3705,BMW OF COLUMBIA,5919 Two Notch Rd,Columbia,SC,29223,US,ChargePoint Network,J1772,
3706,Shults Ford Lincoln,10401 Perry Hwy,Wexford,PA,15090,US,Non-Networked,J1772,
3707,Porcaro Ford,6001 Washington Ave,Racine,WI,53406,US,Non-Networked,J1772,
3708,Towne Ford Lincoln,3535 Southwestern Blvd,Orchard Park,NY,14075,US,Non-Networked,J1772,
3709,Woodhouse Ford,3633 N 72nd St,Omaha,NE,68134,US,Non-Networked,J1772,
3710,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76712,US,Non-Networked,J1772,
3711,Borgman Ford Mazda,3150 28th St SW,Grandville,MI,49148,US,Non-Networked,J1772,
3712,Central Ford,5645 Firestone Blvd,South Gate,CA,90280,US,Non-Networked,J1772,
3713,Shenandoah Vineyards Winery,12300 Steiner Rd,Plymouth,CA,95669,US,Non-Networked,J1772,SOLAR
3714,Bill Utter Ford,4901 S I-35 E,Denton,TX,76210,US,Non-Networked,J1772,
3715,ADVOCATE,1701-1799 Vernon Ave,Park Ridge,IL,60068,US,ChargePoint Network,J1772,
3716,ADVOCATE,Wellness Way,Downers Grove,IL,60515,US,ChargePoint Network,J1772,
3717,VANDERBILTFG,125 Froehlich Farm Blvd,Woodbury,NY,11797,US,ChargePoint Network,J1772,
3718,BMW OPEN ROAD,119 Hampton House Rd,Newton,NJ,7860,US,ChargePoint Network,J1772,
3719,Don Gasgarth's Charlotte County Ford,3156 Tamiami Trail,Port Charlotte,FL,33952,US,Non-Networked,J1772,
3720,Antioch University New England,40 Avon St,Keene,NH,3431,US,Non-Networked,J1772 NEMA520,
3721,Pacifico Ford,6701 Essington Ave,Philadelphia,PA,19153,US,Non-Networked,J1772,
3722,Avis Ford,29200 Telegraph Rd,Southfield,MI,48034,US,Non-Networked,J1772,
3723,COUNTY OF SB,4572 Calle Real,Goleta,CA,93110,US,ChargePoint Network,J1772,
3724,FACEBOOK,1 Hacker Way  Building 15,Menlo Park,CA,94025,US,ChargePoint Network,J1772,
3725,FACEBOOK,15 Hacker Way Building 15,Menlo Park,CA,94025,US,ChargePoint Network,J1772,
3726,Town of Basalt - Midland Spur,100 Midland Spur,Basalt,CO,81621,US,Non-Networked,J1772,
3727,Greenwood Ridge Vineyards,5501 Highway 128,Philo,CA,95466,US,Non-Networked,CHADEMO J1772,
3728,Brattleboro Ford,1147 Putney Rd,Brattleboro,VT,5301,US,Non-Networked,J1772,
3729,Marshall Ford,1075 W Terra Ln,O'Fallon,MO,63366,US,Non-Networked,J1772,
3730,Schicker Ford,3300 S Kingshighway Blvd,St. Louis,MO,63139,US,Non-Networked,J1772,
3731,Los Angeles County - Marina Lot 77,13560 Mindinao Way,Marina Del Rey,CA,90292,US,Non-Networked,J1772,
3732,Los Angeles County - Health Services,5555 Ferguson Dr,Commerce,CA,90022,US,Non-Networked,J1772,
3733,Los Angeles County - Harbor UCLA Medical Center,1000 W Carson St,Torrance,CA,90502,US,Non-Networked,J1772,
3734,Los Angeles County - Martin Luther King Hospital,1670 E 120th St,Los Angeles,CA,90059,US,Non-Networked,J1772,
3735,Los Angeles County - Olive View UCLA Medical Center,14445 Olive View Dr,Sylmar,CA,91342,US,Non-Networked,J1772,
3736,Los Angeles County - Probation Department,9150 E Imperial Hwy,Downey,CA,90242,US,Non-Networked,J1772,
3737,Yankee Ford,165 Waterman Dr,South Portland,ME,4106,US,Non-Networked,J1772,
3738,Roy O'Brien Ford,22201 E Nine Mile Rd,St. Clair Shores,MI,48080,US,Non-Networked,J1772,
3739,RTP,62 T W Alexander Drive,Durham,NC,27703,US,ChargePoint Network,J1772,
3740,LBA REALTY,3323 Michelson Dr,Irvine,CA,92612,US,ChargePoint Network,J1772,
3741,NAVY EXCHANGE,693 Kinkaid Rd,Annapolis,MD,21402,US,ChargePoint Network,J1772,
3742,IRVINE  CO  OFC,111 Innovation Dr,Irvine,CA,92617,US,ChargePoint Network,J1772,
3743,OPHTHALMOLOGY,1009 E 40th St,Austin,TX,78751,US,ChargePoint Network,J1772,
3744,WHOLE FOODS MKT,14956 Pines Blvd,Pembroke Pines,FL,33027,US,ChargePoint Network,J1772 NEMA520,
3745,PUBLIC STATIONS,318 W. Mifflin Street,Madison,WI,53703,US,ChargePoint Network,J1772,
3746,BMW SHREWSBURY,770 Boston Worcester Turnpike,Shrewsbury,MA,1545,US,ChargePoint Network,J1772,
3747,RIDGE VINEYARDS,650 Lytton Springs Rd,Healdsburg,CA,95448,US,ChargePoint Network,J1772,
3748,TAUBMAN UTC,81 N Cattlemen Rd,Sarasota,FL,34243,US,ChargePoint Network,J1772,
3749,MAIN HOSPITAL,11300-11398 128th Ave NE,Kirkland,WA,98034,US,ChargePoint Network,J1772,
3750,MAIN HOSPITAL,12039 NE 128th St,Kirkland,WA,98034,US,ChargePoint Network,J1772,
3751,MAIN HOSPITAL,12040 NE 128th St,Kirkland,WA,98034,US,ChargePoint Network,J1772,
3752,MAINTENANCE-1,8300 Demetre Ave,Sacramento,CA,95828,US,ChargePoint Network,J1772,
3753,VCOE,5100 Adolfo Rd,Camarillo,CA,93012,US,ChargePoint Network,J1772,
3754,CITY OF ELGIN,101-117 Symphony Way,Elgin,IL,60120,US,ChargePoint Network,J1772,
3755,PUBLIC STATIONS,1705 Monroe St,Madison,WI,53711,US,ChargePoint Network,J1772,
3756,WHOLE FOODS MKT,1700 Post Oak Blvd,Houston,TX,77056,US,ChargePoint Network,J1772,
3757,FACEBOOK,1 Hacker Way Building 14,Menlo Park,CA,94025,US,ChargePoint Network,J1772,
3758,Briarwood Ford,7070 E Michigan Ave,Saline,MI,48176,US,Non-Networked,J1772,
3759,Bob Allen Ford,9239 Metcalf Ave,Overland Park,KS,66212,US,Non-Networked,J1772,
3760,Bay City - State Recreation Area,3582 State Park Dr,Bay City,MI,48706,US,Non-Networked,J1772,
3761,Salinas Valley Ford,1100 Auto Center Cir,Salinas,CA,93907,US,Non-Networked,J1772,
3762,Shagbark Lumber and Farm Supply,1 Mt Parnassus Millington Rd,East Haddam,CT,6423,US,Non-Networked,J1772,
3763,Fairfield Parks and Recreation Center,75 Mill Plain Rd,Fairfield,CT,6824,US,Non-Networked,J1772,SOLAR
3764,Saybrook Point Marina,2 Bridge St,Old Saybrook,CT,6475,US,Non-Networked,J1772,
3765,Curran Volkswagen,2785 Main St,Stratford,CT,16615,US,Non-Networked,J1772,
3766,ALMAZ CAPITAL,3274 Alpine Rd,Portola Valley,CA,94028,US,ChargePoint Network,J1772,
3767,UM PTS,220 S Arch St,Baltimore,MD,21201,US,ChargePoint Network,J1772,
3768,UM PTS,500-598 W Redwood St,Baltimore,MD,21201,US,ChargePoint Network,J1772,
3769,Mini of Burlington,74 Champlain Dr,Shelburne,VT,5482,US,Non-Networked,J1772,
3770,CAMPUS,6141 Sprint Pkwy Garage B,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3771,CAMPUS,6111 Sprint Pkwy Garage C,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3772,CAMPUS,6311 Sprint Pkwy Garage O,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3773,CAMPUS,6371 Sprint Pkwy Garage L,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3774,VISTA BMW,4401 W Sample Rd,Coconut Creek,FL,33073,US,ChargePoint Network,J1772,
3775,CAMPUS,6331 Sprint Pkwy Garage N,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3776,CAMPUS,6491 Sprint Pkwy Garage J,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3777,CAMPUS,6431 Sprint Pkwy Garage K,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3778,CAMPUS,6511 Sprint Pkwy Garage I,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3779,CAMPUS,6351 Sprint Pkwy,Overland Park,KS,66251,US,ChargePoint Network,J1772,
3780,BMW ALEXANDRIA,499 S Pickett St,Alexandria,VA,22304,US,ChargePoint Network,J1772,
3781,BMW CAPE COD,436 Yarmouth Rd,Barnstable,MA,2601,US,ChargePoint Network,J1772,
3782,ARBORPOINTMS,200 King Rail Drive,Lynnfield,MA,1940,US,ChargePoint Network,J1772,
3783,Bill Colwell Ford,238 Waterloo Rd,Hudson,IA,50643,US,Non-Networked,J1772,
3784,Dunphy Motors,7700 Frankford Ave,Philadelphia,PA,19136,US,Non-Networked,J1772,
3785,Chapman Ford of Horsham,1100 Easton Rd,Horsham,PA,19044,US,Non-Networked,J1772,
3786,Pacific Place Garage,22 4th St,San Francisco,CA,94103,US,Non-Networked,J1772,
3787,Commonwealth Partners Garage,560 Mission St,San Francisco,CA,94105,US,Non-Networked,J1772,
3788,Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,US,Non-Networked,J1772,
3789,Trader Joe's,265 Winston Dr,San Francisco,CA,94132,US,Non-Networked,J1772,
3790,Palmetto Ford Lincoln,1625 Savannah Hwy,Charleston,SC,29407,US,Non-Networked,J1772,
3791,HAYMKT GREEN 2,601 P St,Lincoln,NE,68501,US,ChargePoint Network,J1772,
3792,HAYMKT GREEN 2,P St,Lincoln,NE,68501,US,ChargePoint Network,J1772,
3793,Robinson Mall,100 Robinson Centre,Pittsburgh,PA,15025,US,Non-Networked,J1772,
3794,National Great Rivers Research and Education Center,1 Confluence Way,East Alton,IL,62002,US,Non-Networked,J1772,
3795,MUNICIPAL,13-43 Pleasant St,Morristown,VT,5661,US,ChargePoint Network,J1772,
3796,IRVINE  CO  OFC,15271 Laguna Canyon Rd,Irvine,CA,92618,US,ChargePoint Network,J1772,
3797,KING COUNTY DOT,15700 Nelson Pl,Tukwila,WA,98188,US,ChargePoint Network,J1772,
3798,KING COUNTY DOT,Longacres Way,Tukwila,WA,98188,US,ChargePoint Network,J1772,
3799,FACEBOOK,1 Hacker Way Building 10,Menlo Park,CA,94025,US,ChargePoint Network,J1772,
3800,Selby Library,1331 1st St,Sarasota,FL,34236,US,Non-Networked,J1772 NEMA520,
3801,SDMC  AUX STN,3901 Lone Tree Way,Antioch,CA,94509,US,ChargePoint Network,J1772,
3802,AVALON CHARGE,2200 Avalon Boulevard,Alpharetta,GA,30009,US,ChargePoint Network,J1772,
3803,WESTSPRINGFIELD,33-61 Central St,West Springfield,MA,1089,US,ChargePoint Network,J1772,
3804,Brian Hoskins Ford,2601 E Lincoln Hwy,Coatesville,PA,19320,US,Non-Networked,J1772,
3805,Finger Lakes Waterfall Resort Motel & Cabins,3835 State Route 414,Burdett,NY,14818,US,Non-Networked,J1772,
3806,Park Ford,400 W Ave,Tallmadge,OH,44278,US,Non-Networked,J1772,
3807,Northside Ford,12300 San Pedro,San Antonio,TX,78216,US,Non-Networked,J1772,
3808,Elm Street Parking Garage,19 Elm St,Nashua,NH,3060,US,Non-Networked,J1772,
3809,Rochester Institute of Technology - Lot T,1 Lomb Memorial Dr,Rochester,NY,14623,US,Non-Networked,J1772,
3810,Standard Parking,100 Cambridge St,Boston,MA,2114,US,Non-Networked,J1772,
3811,Price Chopper,55 Railroad Pl,Saratoga Springs,NY,12866,US,Non-Networked,J1772,
3812,IRVINE  CO  OFC,9 Executive Cir,Irvine,CA,92614,US,ChargePoint Network,J1772,
3813,ACTELION,5000 Shoreline Ct,South San Francisco,CA,94080,US,ChargePoint Network,J1772,
3814,AVALON CHARGE,3000 Old Milton Pkwy,Alpharetta,GA,30004,US,ChargePoint Network,J1772,
3815,AVALON CHARGE,1400 Alpha Ct,Alpharetta,GA,30009,US,ChargePoint Network,J1772,
3816,VW GARDEN GROVE,10800 Trask Ave,Garden Grove,CA,92843,US,ChargePoint Network,J1772,
3817,CIVICPLUS,420 Colorado St,Manhattan,KS,66502,US,ChargePoint Network,J1772,
3818,Sheetz Store #122,1781 N Atherton St,State College,PA,16803,US,Non-Networked,CHADEMO,
3819,Sheetz Store #187,400 E Plank Rd,Altoona,PA,16602,US,Non-Networked,CHADEMO J1772COMBO,
3820,Sheetz Store #498,610 Route 22 Hwy,Blairsville,PA,15717,US,Non-Networked,CHADEMO,
3821,Kwik Trip #218,4201 Grand Ave,Duluth,MN,55807,US,Non-Networked,NEMA520,
3822,Kwik Trip #225,1020 S Mainline Dr,Seymour,WI,54165,US,Non-Networked,NEMA520,
3823,Kwik Trip #233,102 Main St,Oconto,WI,54153,US,Non-Networked,NEMA520,
3824,Kwik Trip #239,W235 S7125 Big Bend Dr,Big Bend,WI,53103,US,Non-Networked,NEMA520,
3825,Kwik Trip #220,4978 Miller Trunk Hwy,Hermantown,MN,55811,US,Non-Networked,NEMA520,
3826,Kwik Trip #228,120 N Mall Dr,Appleton,WI,54913,US,Non-Networked,NEMA520,
3827,Kwik Trip #860,235 S Eisenhower Pkwy,Rhinelander,WI,54501,US,Non-Networked,NEMA520,
3828,Kwik Star #212,102 David St,Maquoketa,IA,52060,US,Non-Networked,NEMA520,
3829,MA PORTFOLIO,404 Wyman St,Waltham,MA,2451,US,ChargePoint Network,J1772,
3830,MA PORTFOLIO,303 Wyman St,Waltham,MA,2451,US,ChargePoint Network,J1772,
3831,MA PORTFOLIO,590 Lincoln St,Waltham,MA,2451,US,ChargePoint Network,J1772,
3832,CHARGEPOINT,1400 NW 56th St,Seattle,WA,98107,US,ChargePoint Network,J1772,
3833,CPSE-SATX,850 E Commerce St,San Antonio,TX,78205,US,ChargePoint Network,J1772,
3834,PIE AE,319 W Slaughter Ln,Austin,TX,78748,US,ChargePoint Network,J1772 NEMA520,
3835,CPSE-SATX,600 Soledad St,San Antonio,TX,78205,US,ChargePoint Network,J1772,
3836,SACRAMENTO,5670-5750 Freeport Blvd,Sacramento,CA,95822,US,ChargePoint Network,J1772,
3837,UOP CHARGE,N Mocks Landing Rd,Portland,OR,97203,US,ChargePoint Network,J1772,
3838,ATLANTA FALCONS,250 Marietta St NW,Atlanta,GA,30313,US,ChargePoint Network,J1772,
3839,MASSDEP - CERO,8 New Bond Street,Worcester,MA,1606,US,ChargePoint Network,J1772,
3840,ANTELOPE VALLEY,39050 Carriage Way,Palmdale,CA,93551,US,ChargePoint Network,J1772,
3841,PARKING GARAGE,13411 Briar Forest Dr,Houston,TX,77077,US,ChargePoint Network,J1772,
3842,ARMSTRONG VW,20000 McLoughlin Blvd,Gladstone,OR,97027,US,ChargePoint Network,J1772,
3843,DIRITO BROTHERS,1450 Central Rd,Walnut Creek,CA,94596,US,ChargePoint Network,J1772,
3844,MUELLER MARKET,Garcia St,Austin,TX,78723,US,ChargePoint Network,J1772,
3845,Mike Bass Ford,5050 Detroit Rd,Sheffield Village,OH,44035,US,Non-Networked,J1772,
3846,Albany International Airport,737 Albany Shaker Rd,Albany,NY,12205,US,EV Connect,J1772,
3847,Hayes Chevrolet,3656 State Highway 365,Alto,GA,30510,US,Non-Networked,J1772,
3848,Southside Regional Medical Center,200 Medical Park Blvd,Petersburg,VA,23805,US,Non-Networked,J1772,
3849,Leskovar Mitsubishi,3020 W Clearwater Ave,Kennewick,WA,99336,US,Non-Networked,J1772,
3850,City of Saint Albans,15 Lake St,St. Albans,VT,5478,US,Non-Networked,J1772,
3851,City of Cornelia - Train Depot,109 Grant Pl,Cornelia,GA,30531,US,Non-Networked,J1772,
3852,City of Cornelia - North Fire Station,347 Old Historic Highway 441 N,Cornelia,GA,30531,US,Non-Networked,J1772,
3853,Dana Ford Lincoln,266 W Service Rd,Staten Island,NY,10314,US,Non-Networked,J1772,
3854,Ramp Ford,4869 Nesconset Hwy,Port Jefferson Station,NY,11776,US,Non-Networked,J1772,
3855,ATLANTA FALCONS,164 Northside Dr NW,Atlanta,GA,30314,US,ChargePoint Network,J1772,
3856,THREE COUNTY VW,701 Riverside Ave,Lyndhurst,NJ,7071,US,ChargePoint Network,J1772,
3857,IRVINE  CO  OFC,130 Theory,Irvine,CA,92617,US,ChargePoint Network,J1772,
3858,COMPASS VW,200 Dolson Ave,Middletown,NY,10940,US,ChargePoint Network,J1772,
3859,BMW SEATTLE,601-699 S Plummer St,Seattle,WA,98134,US,ChargePoint Network,J1772,
3860,GENE LANGAN VW,816 New London Turnpike,Glastonbury,CT,6033,US,ChargePoint Network,J1772,
3861,VWOFHUNTINGTON,800-878 New York 25,Huntington Station,NY,11746,US,ChargePoint Network,J1772,
3862,HAMILTON VW,2200 NJ-33,Trenton,NJ,8690,US,ChargePoint Network,J1772,
3863,1500 ROYAL,1500 Royal Crest Dr,Austin,TX,78741,US,ChargePoint Network,J1772,
3864,RES CHARGE STAT,11101 W 120th Ave,Broomfield,CO,80021,US,ChargePoint Network,J1772,
3865,DONALDSONVW,5700 Sunrise Hwy,Sayville,NY,11782,US,ChargePoint Network,J1772,
3866,PRESTIGE VW,42-46 W Broad St,Stamford,CT,6902,US,ChargePoint Network,J1772,
3867,IPA PARTNERS,15509 N Scottsdale Rd,Scottsdale,AZ,85254,US,ChargePoint Network,J1772,
3868,JNS,222 E Huron St,Chicago,IL,60654,US,ChargePoint Network,J1772,
3869,JNS,2700 Ogden Ave,Downers Grove,IL,60515,US,ChargePoint Network,J1772,
3870,COMPETITION BMW,599 Jericho Turnpike,Smithtown,NY,11787,US,ChargePoint Network,J1772,
3871,CITY OF ST PAUL,300-328 N Wacouta St,St Paul,MN,55101,US,ChargePoint Network,J1772 NEMA520,
3872,JNS,939 W North Ave,Chicago,IL,60642,US,ChargePoint Network,J1772,
3873,JNS,875 N Michigan Ave,Chicago,IL,60611,US,ChargePoint Network,J1772,
3874,NLH1,99 E State Street,Gloversville,NY,12078,US,ChargePoint Network,J1772,
3875,STONY BROOK UNV,Gymnasium Rd,Stony Brook,NY,11790,US,ChargePoint Network,J1772,
3876,SOUTH SHORE BMW,MA-3,Hingham,MA,2043,US,ChargePoint Network,J1772,
3877,TRACYVW,690-704 MA-132,Barnstable,MA,2601,US,ChargePoint Network,J1772,
3878,SOUTH SHORE BMW,1 Technology Pl,Rockland,MA,2370,US,ChargePoint Network,J1772,
3879,SOUTH SHORE BMW,Hingham St,Rockland,MA,2370,US,ChargePoint Network,J1772,
3880,P. BASIN BMW,5407 Andrews Hwy,Midland,TX,79706,US,ChargePoint Network,J1772,
3881,JNS,7462-7478 N Rogers Ave,Chicago,IL,60626,US,ChargePoint Network,J1772,
3882,KARL KNAUZ BMW,409A Skokie Hwy,Lake Bluff,IL,60044,US,ChargePoint Network,J1772,
3883,TREND MOTORS VW,260 US-46,Rockaway,NJ,7866,US,ChargePoint Network,J1772,
3884,University of Pittsburgh Medical Center - Shadyside,5230 Centre Ave,Pittsburgh,PA,15232,US,Non-Networked,J1772,
3885,University of Pittsburgh Medical Center - Magee,300 Halket St,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3886,FedEx,1000 FedEx Dr,Moon Township,PA,15108,US,Non-Networked,J1772,
3887,Biber's Garage,1250 McKee Rd,Oakdale,PA,15071,US,Non-Networked,J1772,
3888,Phipps Conservatory and Botanical Gardens,1 Schenely Dr,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3889,Adam Solar Rides,1912 Mayview Rd,Bridgeville,PA,15017,US,Non-Networked,J1772,
3890,Pittsburgh Zoo,1 Wild Pl,Pittsburgh,PA,15206,US,Non-Networked,J1772,
3891,University of Pittsburgh Medical Center - University Center,130 Lytton Ave,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3892,University of Pittsburgh Medical Center - Forbes Tower in Oakland,3600 Forbes Ave,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3893,University of Pittsburgh Medical Center - Presbyterian Garage,200 Lothrup St,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3894,Carnegie Science Center,One Allegheny Ave,Pittsburgh,PA,15212,US,Non-Networked,J1772,
3895,University of Pittsburgh - Soldiers and Sailors Garage,4104 Fifth Ave,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3896,University of Pittsburgh - O'Hara Garage,3915 O'Hara St,Pittsburgh,PA,15213,US,Non-Networked,J1772,
3897,University of Pittsburgh Medical Center - Hillman Center,5115 Centre Ave,Pittsburgh,PA,15213,US,Non-Networked,J1772,
